69,oil,taste,onion,chopped,lengthwise,cube,rotini,round,bell,tomato,tin,salt,red,sauce,piece,roma,plum,oliv,sauc,pie,zucchini,oilsalt,green,past,pepper,package,and,chop,pesto,black,pasta,#NAME?,c,ground,,,,,,,,,,,,,,,,,,,,,,,
468,brown,chocolate,vanilla,whipping,white,tea,co,heavy,powder,saltChocolate,de,sugar,salt,extract,baking,cocoa,cold,sour,cola,flour,king,coffee,whip,cream,egg,of,butter,coffe,c,soda,chocol,,,,,,,,,,,,,,,,,,,,,,,,,,
119,oil,cayenne,sherry,vine,garlic,tea,low-sodium,thyme,powder,her,de,dri,sodium,salt,sauce,oliv,sauc,vinegar,cayenn,firm,kosher,pepper,tofu,of,package,fir,marjoram,black,c,soy,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,cinnamon,vanilla,white,milk,tea,round,buttermilk,sugar,extract,baking,mash,flour,king,egg,banana,shortening,beaten,ripe,butter,shorten,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,oil,cranberri,ice,nut,seed,trimmed,white,de,berri,dri,pine,peel,half,sweet,shallot,oliv,wine,flour,slice,sel,eel,squash,sprout,and,butternut,butter,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,oil,chopped,minc,garlic,white,co,mushroom,de,red,oliv,cheese,bacon,room,size,chees,chive,package,chop,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,oil,vanilla,white,milk,tea,co,powder,buttermilk,de,sugar,salt,extract,sweet,cornstarch,baking,cocoa,zucchini,flour,king,cheese,cream,veget,egg,star,corn,chees,of,package,gra,butter,c,,,,,,,,,,,,,,,,,,,,,,,,,,
451,white,water,yeast,de,sugar,salt,flour,bread,of,package,lard,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,nut,chocolate,cinnamon,nutmeg,white,tea,co,round,apple,sugar,salt,sweet,baking,sauce,sauc,pie,chip,pumpkin,cola,flour,miniature,king,gin,clove,wheat,appl,egg,whole,applesauce,ginger,c,ling,soda,chocol,ground,,,,,,,,,,,,,,,,,,,,,,
339,ice,vine,honey,milk,tea,cornmeal,co,powder,buckwheat,de,salt,baking,vinegar,rice,tapioca,flour,king,wheat,egg,corn,of,beaten,butter,meal,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,oil,ice,onion,fresh,parsley,chopped,minc,garlic,tea,masala,pea,chickpea,orang,slice,almond,clove,caul,garam,orange,bean,zest,and,cauliflow,chop,gra,c,farro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,brown,oil,chopped,nut,cinnamon,vanilla,tea,round,powder,de,sugar,salt,extract,baking,zucchini,flour,king,walnut,wheat,germ,veget,egg,whole,chop,gra,acke,raisin,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,vanilla,white,tea,powder,de,sugar,salt,extract,baking,mash,bananas,sour,flour,king,margarin,cream,egg,banana,margarine,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,oil,seasoning,taste,onion,rum,fresh,chopped,herb,minc,garlic,round,bell,tomato,her,dri,season,feta,piece,oliv,pie,spaghetti,zucchini,green,gin,cheese,crumbl,clove,size,squash,chees,pepper,chop,sea,black,c,ground,,,,,,,,,,,,,,,,,,,,,
317,bulk,breakfast,milk,sausag,de,sausage,red,baking,mix,evapor,king,cheese,egg,sage,biscuit,chees,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,oil,cayenne,cinnamon,white,tea,round,sugar,sweet,oliv,paprika,cayenn,blanc,almond,pepper,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,oil,cayenne,ice,nero,onion,chopped,potato,seed,cube,tea,round,habanero,caraway,tomato,de,peel,broth,paprika,cayenn,green,flour,carrot,eel,veget,pepper,chile,chuck,and,chop,black,beef,c,ground,,,,,,,,,,,,,,,,,,,,,,,,
415,vanilla,white,milk,tea,co,powder,buttermilk,tin,de,sugar,salt,extract,baking,flour,king,veget,egg,shortening,butter,shorten,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,oil,vine,chunkswater,potato,roast,weed,tea,water,round,de,dri,salt,red,oliv,vinegar,zucchini,sour,flour,carrot,cream,pepper,chuck,black,dill,beef,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,honey,tea,water,yeast,salt,flour,bread,wheat,whole,lard,acke,rack,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,oil,honey,water,yeast,de,salt,flour,veget,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,oil,chopped,artichoke,milk,water,oili,tomato,de,dri,artichok,red,sauce,sauc,margarin,cheese,heart,chees,package,margarine,and,chop,pesto,butter,c,ling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,ice,allspic,nut,cinnamon,nutmeg,allspice,white,tea,round,spice,apple,powder,de,sugar,salt,sweet,baking,sauce,sauc,zucchini,flour,king,carrot,appl,egg,applesauce,gra,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ice,onion,potato,oat,cube,tea,tin,peel,baking,green,slice,king,eel,packet,egg,pepper,beaten,acke,black,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,brown,onion,pineapple,fresh,chopped,mustard,cilantro,seed,minc,tea,apple,bell,loin,de,pine,sugar,red,root,green,pineappl,gin,tenderloin,appl,star,jalapeno,pepper,ginger,and,chop,c,pork,,,,,,,,,,,,,,,,,,,,,,,,,,
344,oil,chopped,nut,vanilla,white,milk,tea,buttermilk,sugar,extract,baking,mash,bananas,flour,king,walnut,veget,egg,banana,chop,ripe,butter,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,meatless,ice,onion,chopped,bouillon,tea,water,round,tomato,celery,mix,meat,sauce,sauc,spaghetti,green,slice,veget,pepper,chile,package,granul,chop,gra,black,beef,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,sherry,taste,fresh,mustard,minc,garlic,tea,thyme,apple,powder,her,loin,de,dri,sauce,sauc,root,gin,tenderloin,clove,appl,star,ginger,c,pork,soy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,taste,chopped,nut,chocolate,vanilla,white,tea,co,apple,powder,de,sugar,extract,baking,sauce,sauc,fat,chip,puree,bananas,cola,flour,miniature,king,walnut,pure,yogurt,appl,egg,gum,banana,applesauce,plain,chop,ripe,c,soda,chocol,,,,,,,,,,,,,,,,,,,
118,honey,white,milk,tea,yeast,de,sugar,salt,flour,bread,of,butter,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,brown,chocolate,vanilla,whipping,white,tea,water,co,heavy,de,sugar,pea,extract,sweet,baking,chip,cola,flour,semisweet,king,spread,cookie,whip,cream,egg,of,butter,c,hot,soda,chocol,,,,,,,,,,,,,,,,,,,,,,,,,,
378,temperature,chopped,nut,vanilla,white,tea,co,powder,her,de,sugar,salt,extract,baking,puree,bananas,flour,king,room,sel,pure,kosher,egg,macadamia,banana,chop,ripe,butter,coarse,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
442,oil,taste,ice,onion,chopped,nut,white,tea,water,co,bone,sauce,sauc,boneless,green,rice,breast,slice,bacon,veget,chop,skinless,c,chicken,soy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,brown,taste,ice,onion,fresh,vine,mustard,fluid,cube,white,water,thyme,round,leav,beer,sugar,salt,red,meat,piece,leavessalt,pie,vinegar,wine,flour,slice,bread,carrot,sprig,star,pepper,and,bottle,black,bay,butter,beef,c,stew,ground,,,,,,,,,,,,,,,,,
2,crumbs,onion,rum,minc,tea,water,round,mushroom,de,dri,salt,golden,soup,bread,room,egg,beaten,beef,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,oil,crumbs,taste,rum,lengthwise,round,lemon,de,season,half,salt,red,fli,oliv,paprika,flour,breast,bread,egg,pepper,zest,and,beaten,sea,black,butter,c,chicken,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,brown,chopped,vanilla,milk,tea,co,powder,buttermilk,de,sugar,salt,extract,sweet,baking,cocoa,sauerkraut,flour,king,egg,and,chop,acke,butter,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,oil,taste,ice,onion,rum,potato,co,round,de,spring,dri,salt,red,baking,oliv,sour,slice,sheet,king,cheese,bacon,crumbl,cream,drip,Topping,chees,pepper,crisply,sea,black,butter,crisp,c,ground,,,,,,,,,,,,,,,,,,,,,,,
148,oil,taste,ice,fresh,chopped,minc,chanterel,garlic,white,tea,thyme,leav,bone,mushroom,thighs,salt,shallot,piece,oliv,pie,boneless,wine,flour,thigh,piecessalt,slice,shiitake,leaf,room,clove,wild,cream,shiitak,pepper,and,chop,skinless,bay,#NAME?,c,chicken,,,,,,,,,,,,,,,,
301,oil,trout,taste,ice,onion,fresh,minc,garlic,thyme,co,round,lemon,de,salt,sweet,oliv,rosemary,slice,clove,sprig,pepper,rose,whole,sea,black,coarse,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,oil,vine,roast,balsam,thyme,co,de,dri,salt,oliv,vinegar,peppercorn,rosemary,blade,corn,pepper,rose,mint,chuck,whole,black,butter,beef,stock,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,oil,taste,oat,milk,tea,co,buttermilk,tin,salt,piece,paprika,pie,flour,veget,pepper,frying,and,butter,c,chicken,paprikasalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,brown,cinnamon,vanilla,oat,white,tea,round,apple,powder,de,sugar,salt,extract,red,baking,sauce,sauc,mash,zucchini,bananas,flour,king,wheat,appl,egg,banana,whole,applesauce,acke,ripe,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,
371,oil,nut,chocolate,cinnamon,vanilla,white,milk,tea,co,round,powder,de,sugar,salt,extract,sweet,baking,chip,cocoa,zucchini,sour,cola,flour,semisweet,king,clove,walnut,veget,egg,gra,butter,c,soda,chocol,ground,,,,,,,,,,,,,,,,,,,,,,
469,seed,lengthwise,de,half,red,gin,cheese,cream,chees,jalapeno,pepper,casing*,of,package,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,oil,sherry,crumbs,ice,onion,rum,garlic,tea,co,round,powder,her,de,season,salt,broth,sauce,sauc,flour,slice,king,bread,cooking,veget,egg,pepper,sea,black,beef,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,
283,ice,onion,cottag,roast,garlic,white,tea,thyme,co,round,oregano,tomato,de,dri,sugar,cottage,salt,red,past,shell,cheese,leaf,mani,mozzarella,paste,egg,chees,pepper,package,and,gra,beaten,black,bay,beef,c,ground,,,,,,,,,,,,,,,,,,,,
432,oil,cayenne,ice,onion,chopped,potato,minc,garlic,tea,thyme,round,leav,bell,tomato,de,dri,half,celery,sweet,oliv,cayenn,rib,green,clove,ribs,veget,pepper,shank,chop,black,bay,c,pork,ground,,,,,,,,,,,,,,,,,,,,,,,
395,ice,fresh,chopped,vine,penn,roast,garlic,co,leav,bone,bell,de,red,sauce,sauc,vinegar,boneless,wine,past,breast,slice,basil,king,broccoli,cooking,cream,pepper,package,chop,skinless,pasta,stock,c,chicken,,,,,,,,,,,,,,,,,,,,,,,
233,chopped,nut,cinnamon,vanilla,white,milk,tea,co,round,powder,de,sugar,extract,sweet,baking,cocoa,flour,king,walnut,egg,of,chop,butter,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,brown,crumbs,rum,nut,cinnamon,vanilla,nutmeg,whipping,milk,tea,co,round,heavy,lemon,de,sugar,salt,extract,sweet,ham,puree,pumpkin,gin,cracker,clove,whip,cream,pure,egg,ginger,zest,gra,acke,condens,butter,rack,Cream,graham,c,ling,ground,,,,,,,,,,,,,,,,
345,chopped,nut,white,milk,tea,powder,de,sugar,salt,baking,bananas,flour,king,link,walnut,footnote,egg,banana,shortening,chop,ripe,shorten,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,mapl,syrup,tea,powder,de,sugar,salt,baking,mash,bananas,flour,king,maple,turbinado,egg,banana,beaten,ripe,butter,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,oil,seed,white,tea,water,yeast,sugar,salt,oliv,flour,spelt,egg,gum,whole,gra,beaten,grain,envelope,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,oil,vine,whipping,tea,flake,round,heavy,bone,de,sodium,season,salt,red,glutamate,vinegar,boneless,monosodium,noodl,breast,whip,cream,cider,veget,egg,pepper,package,sea,skinless,black,c,chicken,ground,,,,,,,,,,,,,,,,,,,,,,,,,
110,oil,ice,nut,minc,garlic,white,tea,co,round,bone,salt,pea,red,cornstarch,sauce,peanut,sauc,boneless,rice,breast,sesam,gin,broccoli,clove,long-grain,veget,star,corn,pepper,ginger,gra,grain,sesame,skinless,#NAME?,c,chicken,ground,soy,,,,,,,,,,,,,,,,,,
376,oil,ice,juic,chocolate,ju,vanilla,white,superfine,milk,tea,water,co,oili,lemon,buttermilk,juice,sugar,salt,extract,sweet,baking,cola,flour,king,egg,butter,c,ling,soda,chocol,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,ice,chocolate,vanilla,tea,co,powder,de,sugar,salt,sweet,baking,mix,mash,chip,bananas,cola,slice,semisweet,king,almond,turbinado,egg,protein,banana,ripe,butter,coarse,c,cacao,soda,chocol,,,,,,,,,,,,,,,,,,,,,,,,,,
285,brown,oil,ice,coconut,chopped,nut,vanilla,white,milk,tea,co,flake,apple,sugar,peel,salt,extract,baking,flour,king,walnut,eel,veget,appl,egg,of,chop,butter,raisin,c,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
358,oil,seasoning,ice,steak,onion,tea,tortilla,round,bone,bell,season,red,mix,boneless,green,flour,slice,yellow,veget,pepper,tortillasSalsa,package,sea,beef,#NAME?,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,ice,onion,fresh,chopped,potato,minc,garlic,white,tea,thyme,co,round,de,reduced-sodium,sodium,peel,broth,sweet,red,wine,rice,flour,cheese,clove,eel,chees,pepper,of,and,chop,black,butter,c,chicken,ground,,,,,,,,,,,,,,,,,,,,,,
380,mustard,turmer,minc,garlic,tea,round,bone,powder,cumin,de,sauce,piece,sauc,pie,gin,chili,clove,star,ginger,c,chicken,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,oil,seasoning,ice,juic,fresh,ju,minc,garlic,tea,food,lemon,juice,de,dri,peel,season,seafood,sauce,sauc,basil,clove,shrimp,eel,veget,pepper,and,sea,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,brown,oil,seed,milk,water,bran,powder,yeast,de,sugar,salt,fat,flour,sesam,bread,wheat,germ,veget,egg,whole,sesame,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,oil,cranberri,nut,chocolate,cinnamon,nutmeg,white,tea,co,round,de,berri,dri,sugar,salt,sweet,baking,chip,pumpkin,cola,flour,semisweet,king,gin,clove,veget,egg,ginger,beaten,c,soda,chocol,ground,,,,,,,,,,,,,,,,,,,,,,,,
196,crumbs,onion,rum,fresh,chopped,nut,minc,garlic,tea,water,flake,round,red,sauce,sauc,root,green,gin,bread,bun,chili,clove,pepper,of,chestnut,ginger,chop,c,ground,soy,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,brown,ice,onion,juic,parsley,ju,tea,thyme,flake,leav,lemon,tomato,juice,dri,sugar,salt,red,sauce,sauc,rib,ribs,pepper,bay,beef,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,ice,onion,rum,fresh,parsley,chopped,vine,mustard,potato,white,co,sugar,red,piece,pie,vinegar,wine,slice,%,bacon,crumbl,star,and,chop,#NAME?,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,oil,taste,Cake,coconut,chopped,nut,vanilla,white,tea,co,flake,tin,de,sugar,salt,extract,red,baking,cocktail,flour,king,margarin,cheese,carrot,walnut,cream,veget,egg,chees,of,package,fruit,margarine,chop,c,soda,,,,,,,,,,,,,,,,,,,,,
410,oil,taste,fresh,parsley,chopped,minc,garlic,tea,thyme,round,de,salt,oliv,dough,rosemary,basil,gin,pepper,rose,and,chop,black,pizza,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,chopped,chocolate,creme,white,milk,tea,bar,co,buttermilk,nougat,de,sugar,sweet,red,baking,chip,evapor,cola,flour,semisweet,king,margarin,egg,marshmallow,margarine,and,chop,candy,butter,caramel,pecan,c,soda,chocol,,,,,,,,,,,,,,,,,,,,,,,
235,oil,nut,honey,oat,tea,water,round,yeast,de,salt,oliv,flour,wheat,macadamia,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ice,cinnamon,vanilla,white,milk,tea,co,round,spice,powder,buttermilk,tin,de,sugar,extract,baking,pie,puree,pumpkin,flour,cake,king,gin,cheese,cream,pure,egg,chees,of,package,ginger,butter,c,ground,,,,,,,,,,,,,,,,,,,,,,,
55,ice,onion,rum,chipotl,chopped,chorizo,minc,garlic,tea,tomato,de,salt,red,sauce,sauc,paprika,fat,chip,chipotle,sour,crumbl,clove,cream,bean,pepper,smoke,adobo,kidney,chop,black,c,,,,,,,,,,,,,,,,,,,,,,,,,,
388,brown,nut,cinnamon,vanilla,nutmeg,tea,round,apple,powder,de,sugar,salt,extract,baking,pastry,sauce,sauc,past,flour,king,appl,egg,applesauce,shortening,acke,shorten,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,onion,chopped,de,red,yellow,cheese,chees,package,chop,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,oil,white,tea,water,yeast,sugar,salt,canola,flour,bread,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,brown,cinnamon,vanilla,tea,co,round,apple,powder,de,sugar,salt,extract,sweet,red,baking,sauce,sauc,chip,cocoa,zucchini,flour,king,wheat,appl,egg,whole,applesauce,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,taste,onion,chopped,turmer,seed,round,bone,bell,turmericsalt,de,salt,boneless,green,breast,pepper,and,chop,skinless,butter,c,chicken,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,fresh,baby,co,leav,cava,fusilli,de,dri,peel,red,spinach,past,cheese,shrimp,eel,chees,package,cavatappi,pasta,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,oil,taste,potato,round,bone,de,salt,red,baking,sauce,piece,sauc,pie,boneless,breast,king,cheese,size,buttersalt,veget,chees,pepper,and,skinless,black,butter,c,hot,chicken,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,chopped,nut,chocolate,cinnamon,vanilla,milk,tea,co,round,apple,buttermilk,tin,de,extract,sweet,red,baking,mix,sauce,sauc,cola,king,walnut,appl,egg,frosting,package,applesauce,chop,condens,butter,c,chocol,ground,,,,,,,,,,,,,,,,,,,,,,,
41,brown,taste,onion,chopped,vine,mustard,roast,tea,bone,powder,tomato,de,sugar,salt,sauce,sauc,vinegar,boneless,chili,star,chuck,chop,beef,c,soy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,chocolate,vanilla,white,milk,tea,co,buttermilk,sugar,salt,extract,sweet,red,baking,chip,cola,flour,king,egg,shortening,butter,shorten,c,soda,chocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,sherry,onion,roast,co,bone,mushroom,her,de,broth,mix,boneless,soup,room,cream,of,chuck,condens,envelope,beef,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,taste,ice,onion,juic,bella,chopped,baby,ju,tea,thyme,mushroom,bell,lemon,juice,de,dri,half,salt,sweet,half-and-halfsalt,pastry,wine,past,flour,slice,room,crimini,egg,half-and-half,pepper,package,and,chop,beaten,puff,butter,c,,,,,,,,,,,,,,,,,,,,
361,oil,chopped,nut,cinnamon,vanilla,white,tea,round,apple,sugar,extract,baking,flour,king,walnut,veget,appl,egg,chop,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,taste,dress,mustard,salad,garlic,mayonnais,round,salt,sweet,red,mayonnaise,paprika,yellow,cream,wasabi,egg,star,pepper,dressing,garnish,pickl,garni,black,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,nut,vanilla,white,milk,tea,powder,de,sugar,extract,red,baking,flour,cake,king,egg,butternut,butter,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,oil,white,tea,water,yeast,de,sugar,salt,flour,bread,veget,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,white,milk,tea,cornmeal,co,sugar,salt,puree,pumpkin,pure,egg,corn,butter,meal,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,ice,white,milk,tea,co,bone,de,season,salt,pea,piece,pie,boneless,rice,breast,soup,carrot,size,cream,of,package,and,condens,sea,skinless,c,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,seasoning,taste,chipotl,taco,chopped,bouillon,tortilla,co,tomato,de,season,red,mix,sauce,sauc,chip,puree,pumpkin,chipotle,king,cheese,wheat,cooking,pure,bean,chees,pepper,package,whole,adobo,granul,chop,gra,turkey,spray,sea,c,chicken,,,,,,,,,,,,,,,,,,,
320,oil,taste,ice,juic,fresh,miso,seed,ju,Pork,minc,whipping,cube,white,co,spice,her,juice,loin,togarashi,de,salt,shallot,sauce,sauc,cold,cubesKosher,tenderloinsKosher,canola,wine,past,sesam,gin,tenderloin,whip,paste,cream,ginger,sesame,black,butter,#NAME?,c,pork,soy,lime,,,,,,,,,,,,
309,ice,fresh,bulk,blend,tea,cornmeal,co,mushroom,sausag,de,sausage,red,sauce,sauc,dough,slice,basil,cheese,room,sage,corn,chees,pepper,and,meal,pizza,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,oil,ice,juic,ju,minc,garlic,trimmed,tea,round,lemon,juice,salt,pea,oliv,cheese,asparagu,bun,clove,chees,pepper,gra,asparagus,sea,black,c,ground,pear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,chopped,vanilla,white,milk,tea,co,powder,de,sugar,salt,extract,baking,flour,king,cream,egg,of,chop,butter,pecan,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,oil,ice,onion,potato,baby,roast,cube,water,bone,mushroom,peel,mix,oliv,boneless,green,slice,soup,room,carrot,cream,eel,bean,of,package,chuck,and,beef,#NAME?,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,onion,chopped,fluid,white,tea,water,co,sugar,broth,cornstarch,sauce,sauc,cold,green,bun,egg,star,corn,chop,c,chicken,soy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,oil,coconut,chopped,nut,seed,vanilla,roast,flax,white,tea,co,apple,sugar,salt,extract,baking,sauce,sauc,mash,bananas,sour,flour,king,almond,chia,wheat,cream,appl,egg,banana,whole,applesauce,and,chop,sea,butter,c,soda,,,,,,,,,,,,,,,,,,,
247,crumbs,rum,round,de,Salad,gin,bread,packet,egg,beaten,acke,beef,c,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,oil,ice,juic,cinnamon,ju,vanilla,white,tea,co,round,powder,lemon,juice,de,sugar,salt,extract,sweet,cornstarch,baking,zucchini,canola,rice,tapioca,flour,king,egg,star,gum,corn,c,soda,ground,,,,,,,,,,,,,,,,,,,,,,,,
